Name,Age,Gender,Breed,Description,Size,Has_Special_Needs,Is_Housebroken,Is_Hypoallergenic,Is_Ok_With_Other_Cats,Is_Ok_With_Other_Dogs,Is_Ok_With_Other_Kids,Is_Spayed_Neutered,Weight,Image_URL,Adoption_URL,urls
ClickPay,Puppy,Male,Mixed Breed,"Hi! I just arrived! My foster pawrents are getting to know me and will add more info soon. Put Short Bio here: Fill out all below: Personality & Characteristics: My foster dog is good with: (Dogs, Kids, Cats) My foster dog is: (Crate trained, House trained, Low shed) 3 Keywords for your pup: Energy Level (1= calm, 10= high energy): Barker? Or Quiet Pup?: Walking Manners: Appetite: Favorite Things: Commands/Tricks: ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Small,,Not Sure,Not Sure,Not Sure,True,Not Sure,,2lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5527912/IMG_4675.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2576456&premium=true,https://www.wagtopia.com/search/pet?id=2576456
Cookie,Young,Female,Mixed Breed,"There is nothing sweeter than a warm cookie and new mama! Mama Cookie has recently joined our rescue and has just given birth to nine healthy puppies. At just two years old, we've now learned Mama Cookie is as sweet as her name. Check back soon for all the updates on Cookie and her bakery babies.",Medium,,True,Not Sure,Not Sure,True,Not Sure,,57lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5506566/IMG_6876.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2564756&premium=true,https://www.wagtopia.com/search/pet?id=2564756
Kloe,Young,Female,Mixed Breed,"Meet Kloe! Meet Kloe: The Chill Queen with a Heart of Gold (and a Nose Boop to Prove It) If you're looking for a dog who can handle the chaos of life with grace and a dash of humor, look no further than Kloe. Tantruming toddlers? She offers a comforting nose boop, then gracefully removes herself from the drama like the mature queen she is, even at the young age of two years old. Kloe is the gold standard of gentle play—excited zoomies with adults, four-on-the-floor patience with kids, and not a single snatchy move in sight. She takes treats like a lady, has no interest in guarding resources, and frankly doesn’t even notice if someone strolls past her food. (We don’t recommend toddler taste-testing her kibble, but you get the vibe.) Her nighttime routine? Legendary. She potty breaks at 6pm and calls it a day. Even if you beg her from the backyard in your PJs, she’ll be upstairs in bed like, “Nah, I’m good.” She sleeps through the night like a champ and waits patiently for you to rise, whether it's 6am or a lazy Sunday 8am. Car rides? Loves them. Visitors? Welcomes them. Delivery people? Whatever. Kloe is unfazed by the world’s noise and just wants to vibe, cuddle, and be your loyal sidekick. One thing to know: Kloe prefers her personal space when it comes to other dogs. She’s not the dog park type, and that’s okay—she’d much rather be your one-and-only. With people, she’s a total lovebug; with other pups, she appreciates a little distance and respectful boundaries. Think of her as the introvert who loves her humans but doesn't feel the need to mingle with the whole dog block. She’s the full package: calm, kind, gentle, hilarious, house-trained, and delightfully opinionated about bedtime. Come meet the girl who’s got it all—Kloe’s ready to boop her way into your heart. 🌟 In the home: Extremely chill and well-mannered — not a jumper Total cuddlebug and wants to be snuggled up next to you — and any visitors — at all times Loves toys and playtime Potty trained and will stand by the door when she needs to go out Doesn’t chew furniture — or anything but squeaky toys :) Not mouthy — no play biting Loves lounging on the floor and only hops on the couch when invited Doesn’t beg for food — minds her own business during meals Loves to play fetch and has a special affinity for hoses :) Crate trained Patient & loving with toddler foster sister 🌟 On leash: Very treat-motivated and easy to redirect with a tasty snack We are still working on leash manners, but Kloe improves every day! Kloe is the perfect mix of playful and relaxed and is ready to find her forever family.",Medium,,True,Not Sure,Not Sure,Not Sure,True,,30.3 KG,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5281352/IMG_6321.heic,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2477886&premium=true,https://www.wagtopia.com/search/pet?id=2477886
Abby,Adult,Female,Afghan Hound/Afghan Hound,N/A,Medium,,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5551572/puppy-1903313_1280.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2591881&premium=true,https://www.wagtopia.com/search/pet?id=2591881
Sunny,Senior,Male,Chihuahua/Mixed Breed,"☀️ Can you be the sunshine for our senior boy, Sunny? ☀️ We're looking for a truly special, patient person for a truly special dog. Meet Sunny , a magical 12-year-old scruffy Chi/Terrier mix. This 8.5-pound sweetie has a name that perfectly matches his goal: to find a patch of sun and snooze. Don't let his age fool you—Sunny is a spry guy with pep in his step! He loves walks, adores his humans, and is friendly with other dogs and cats. Sunny's Wish List: A patient, understanding human who can give him stability. A quiet, structured home where he can be the king of his own castle. A plush, comfy bed (he gives bonus points for a bolster so he can prop his head up! 🥰) What Sunny Needs: After so much change since leaving the shelter in early October, Sunny struggles with general anxiety and can be somewhat vocal. He just needs time, patience, and a predictable routine to help him settle and feel safe. This is your chance to give a deserving senior the one thing he wants: a stable, loving home to keep him comfortable for all his days. He is so deserving. The love you'll get back from this magical creature will be tenfold. Can you be Sunny's safe landing? Vaccinated for rabies, DHPP, and bordetella, heartworm negative, and microchipped. Current on flea, tick, and heartworm prevention. Sunny has a neuter appointment on January 15, 2026; this appointment will be covered by Waggytail Rescue, should Sunny be adopted. To apply for Sunny, visit our website ( www.waggytailrescue.org ) for an adoption application. It is important to fill out an application as soon as possible for consideration, and we require a complete application for you to meet an animal. We are currently unable to respond to general email inquiries as an all-volunteer run rescue. If the dog is on our website, they are still available. Waggytail Rescue CANNOT guarantee the exact age of any adoptable dog, or final size of any of our adoptable puppies. We rely on the information provided to us by veterinarians, shelters, owner surrenders and other circumstances bringing the dog into our rescue. Adoptions: adopt@waggytailrescue.org",Small,,True,False,True,Not Sure,Not Sure,,8.5 pounds,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5573903/IMG_9430.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2546680&premium=true,https://www.wagtopia.com/search/pet?id=2546680
Timber ,Puppy,Male,Mixed Breed,"🐾 Meet Timber! Hi, I’m Timber — a 15 lb bundle of sweetness and joy! I’m playful, loving, and always ready for snuggles. I’m crate trained, working hard on my potty training, and love hanging out with kids and other dogs. ✨ Personality & Characteristics: I’m a happy, gentle little guy who loves playtime, cuddles, and following my humans around. I’m affectionate, social, and full of puppy charm! 🐶 My foster dog is good with: ✅ Dogs ✅ Kids ✅ Cats 🏡 My foster dog is: ✅ Crate trained 🚽 Potty training in progress 🐾 Low shed 🔑 3 Keywords for your pup: Playful, Sweet, Cuddly ⚡ Energy Level (1 = calm, 10 = high energy): 5 — playful but knows when it’s cuddle time! 🔈 Barker? Or Quiet Pup?: Mostly quiet, with a few happy puppy barks 🚶‍♂️ Walking Manners: Getting better every day. 🍗 Appetite: Great eater and very food-motivated (treats = best thing ever!) 🎾 Favorite Things: Toys, belly rubs, playing with other pups, and snuggling up after playtime 🧠 Commands/Tricks: Knows “sit” and learning “come” — smart cookie alert! ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,10bs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5564277/IMG_9636.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2546215&premium=true,https://www.wagtopia.com/search/pet?id=2546215
Bombshells,Adult,Female,Mixed Breed,"Meet Bombshells (Nala) 💖 – a calm, sweet soul who’s slowly opening up to the joys of home life and companionship. Nala is a mellow, easygoing mama who recently arrived in NYC after raising a litter of pups. She’s still decompressing and adjusting to city life, but every day she’s becoming more trusting, more curious—and more ready for her next chapter. A little shy and scared at first, Nala finds her greatest joy outside with her doggy friends. She absolutely loves being around other pups—they help her feel safe and confident. (A home with a friendly resident dog would be a big plus!) She’s also cool with cats and seems comfortable around kids, though she hasn’t had much direct interaction just yet. Indoors, Nala is a quiet observer. She’s crate-trained, house-trained, and low-shedding. She is easy on her own at home, communicates when she needs to go out and walks beautifully on leash—calm, close, and with no pulling. She’s not a barker and has shown zero signs of aggression. Most of the day, she’s content to snooze in her crate or quietly explore a little more of her space. Her favorite hobby? Chillin’ 💤 Navigating the building lobby and elevator still makes her a bit nervous, but with gentle encouragement, she’s learning to get more comfortable and build trust in her surroundings. Nala is currently on heartworm medication and otherwise doing great—eating well, resting lots, and slowly blooming into the relaxed, loving companion we know she’s meant to be. She would thrive in a calm, loving home—especially one with other dogs—and with someone who’s happy to let her open up on her own terms. Ready to fall in love? Nala is waiting. 💕 Personality & Characteristics: Very calm and happy to be resting, happiest outside and around other dog friends My foster dog is good with: Loves being around other dogs, good with cats, seems good with kids but haven't had the opportunity for much interaction with kids yet (expect she would be fine!) My foster dog is: Crate trained, House trained, Low shed, leash trained 3 Keywords for your pup: Calm, sweet, opening up Energy Level (1= calm, 10= high energy): 3 Barker? Or Quiet Pup?: Quiet Pup Walking Manners: Very good. Easy and walks right next to you. Appetite: Normal Favorite Things:Chillin Commands/Tricks: not sure ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Medium,,Not Sure,False,Not Sure,True,Not Sure,,43lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5273979/IMG_8977.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2464239&premium=true,https://www.wagtopia.com/search/pet?id=2464239
Sensitive Gangster,Adult,Male,Mixed Breed,"Hi, I’m Arty (aka Sensitive Gangster)! My foster mom can’t stop smiling about how gentle and loving I am. I’m an easygoing, affectionate guy who loves making new friends — especially other dogs! I’d do great as a second dog (I love having a buddy!), but I’d also be okay soaking up all the love as your one and only. I’m calm and cuddly with a peaceful, gentle soul. I enjoy quiet walks, lounging nearby while you work or relax, and following your lead — I’m a go-with-the-flow kind of pup. My foster mom says I’m housebroken and totally fine being left alone at home. I’m quiet, polite, and full of love — the perfect companion for someone who wants a loyal, affectionate friend without the chaos. Quick Facts: Personality: Sweet, affectionate, gentle Good with: Dogs ✅, Kids ✅, Cats (not tested, but likely fine) Training: Housebroken; calm when left alone Energy Level: 5/10 (easygoing and mellow) Barker: Quiet pup Walking Manners: Still learning — I get excited and pull a little! Favorite Things: Other dogs (!!), plain chicken breast,hot dogs, and the occasional cracker snack Knows: “Sit” (and “melts hearts” 🥰) If you’re looking for a loving, gentle companion who gets along with everyone and adds warmth to any home, Arty’s your guy. Put Short Bio here: Fill out all below: Personality & Characteristics: Sweet, loving, very gentle My foster dog is good with: (Dogs, Kids, Cats): dogs, kids, not cat-tested but probably okay My foster dog is: (Crate trained, House trained, Low shed) housebroken. not sure about crate since we don't use one (he's totally fine being left alone outside without a crate) 3 Keywords for your pup: sweet, affectionate, gentle Energy Level (1= calm, 10= high energy): 4 Barker? Or Quiet Pup?: quiet Walking Manners: pulls Appetite: okay, not food-motivated but usually eats when fed Favorite Things: other dogs (!!), crackers and plain chicken breast Commands/Tricks: seems to know sit ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Medium,,True,False,Not Sure,True,True,,49lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5325447/IMG_9841.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2464385&premium=true,https://www.wagtopia.com/search/pet?id=2464385
"Jose ""Pepe"" Garcia",Adult,Male,Mixed Breed,"Hi! I'm Pepe and I'm looking for my forever home. I am the sweetest boy who loves to snuggle and play fetch. Once I get to know you, I will be your loyal shadow and love to make sure you are safe at all times. I've recently learned to sit and lay down with my foster mom and am getting used to the big city after spending most of my life in GA. I am perfectly trained - I only go potty outside and am always on my best behavior when I'm inside. I'm still learning to trust other dogs and can be protective on walks but I am getting more and more comfortable every day. I promise I will win you over! 3 Keywords for your pup: Cuddly, playful and affectionate Energy Level (1= calm, 10= high energy): 5 Barker? Or Quiet Pup?: Mostly quiet, can get protective when I hear loud noises outside or when I'm home alone Appetite: Normal, does not beg for human good Favorite Things: Fetch, Treats, Cuddling Commands/Tricks: Sit, Lay Down ALL adoptions require a completed application and final contract. The application can be found at WaldosRescue.org and once you are approved to adopt you will be put in touch with the foster to see if it’s a good match. We are a RESCUE not a shelter. We conduct veterinary and personal reference checks during the application approval process. We are unable to contact every applicant for every dog. We will select the best applicant for each dog, based on the dogs needs. Waldos Rescue Pen is a 501c3 whose primary focus is rescuing dogs from the euthanasia list from high kill shelters throughout the United States and Korea.",Medium,,True,Not Sure,Not Sure,True,Not Sure,,44lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5259947/IMG_6698.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2464372&premium=true,https://www.wagtopia.com/search/pet?id=2464372
Islander,Puppy,Male,Mixed Breed,"Meet Islander! Affectionately calling him snappy this puppy is so silly, smart, affectionate, cuddly, and a fast learner. Snappy is completely food motivated, so lots of treats have helped him in crate training and house training (mostly) in a matter of days. My foster dog is good with: Dogs for sure! Curious about cats, also great with kids My foster dog is: House trained, mostly crate trained"" poop pad, train and working on potty training on the wee wee pads,"" 3 Keywords for your pup: Goofy, loving, eager Energy Level (1= calm, 10= high energy): 5 Barker? Or Quiet Pup?: Mostly quiet! Quiet when you leave him in the crate when you leave home after he settles, but gets a little lonely if in the same house/apartment as you and he isn't in the room with you, will likely cry. Getting better at being alone and keeping himself entertained :) Love to cuddle snuggle, loves to sleep with you on your bed working on teaching him how to sleep on his own dog bed. Walking Manners: Improves everyday on the leash, just needs some encouragement with big noises and distracting people/birds/dogs on the street., extremely treat motivated so this helps. Knows to potty immediately after going outside on leash. Appetite: Huge Favorite Things: Sleeping in your lap, stuffed toys, sniffing outside, treats!, his daily meals Commands/Tricks: Sit, come, learning ""Leave it""",Small,,Not Sure,Not Sure,Not Sure,True,Not Sure,,18lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5377748/IMG_6495.jpeg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2463978&premium=true,https://www.wagtopia.com/search/pet?id=2463978
Leila,Adult,Female,Pit Bull Terrier,"Leila is a female Pit Bull Terrier mix born in approximately February 2019 and rescued in South Carolina. Leila has had a very rough start to life and has been working very hard with a behaviorist to erase the remnants of that life. Leila absolutely loves other dogs and she must have a doggy sibling in her forever home. Her forever place will be a single famiy home in a quiet neighborhood with a fenced in yard and no young children. Leila is crate trained and house trained, but she wants nothing to do with a leash. She can be talkative. Leila is a bit reserved when meeting new people and she is hoping to meet someone who understands it might take her a little while to warm up. Once she is comfortable, she’ll love you forever! Leila needs a very experienced owner who will commit to continued training. Leila is a work in progress, but with the right person, she will flourish and the investment will have been well worth it! We know that special person is out there for Leila. If that's you, please apply online to adopt Leila at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Large,,True,Not Sure,Not Sure,True,False,,76 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4391999/71584767.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2112775&premium=true,https://www.wagtopia.com/search/pet?id=2112775
Shelly,Adult,Female,Pit Bull Terrier,"Shelly, a beautiful Pittie, was rescued from Manhattan ACC where she had been brought in as a stray, with broken teeth and was emaciated at only 24 pounds!! She is thought to have been born in 2015. Her foster mom has been taking such good care of her and despite her obvious neglect, Shelly remains a very sweet and loving girl, she is super smart and would do well in a suburban home with a fenced yard and an active family who can devote time to her and to make sure she gets enough of her favorite activity. . . chasing tennis balls! She is great with kids and people of all ages. She does not do well with cats, and slow introductions are required if there are other dogs in the home. Shelly is spayed, up to date on vaccinations, housebroken, crate trained and knows basic commands. Please apply online if you are interested in adopting Shelly: http://www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Large,,True,Not Sure,False,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4374706/98333391.png,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109498&premium=true,https://www.wagtopia.com/search/pet?id=2109498
Chestnut (TX),Adult,Male,Shepherds (All Types),"Chestnut (TX) is a male Shepherd mix rescued in Texas. Our veterinary partner estimates that Chestnut is 1.5 years old at the time of intake in Dec 2022. Chestnut is good with people and other dogs. Chestnut was homeless wandering the streets doing his best to survive and not getting hit by a car. He was in need of medical care so we got him and he's healing nicely. All this guy wants is a home of his own with a family who will do anything to keep him safe and happy. In the meantime he is in a foster home and his foster mom says that he is the sweetest, most affectionate and playful dog. He likes to run, play with toys and with other dogs. he's very intelligent and a quick learner. If you can give Chestnut the best home with lots of love, kisses, cuddles, treats and soft beds, please apply online to adopt Chestnut (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,80 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4412043/92792370.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117191&premium=true,https://www.wagtopia.com/search/pet?id=2117191
Riley (TN),Adult,Male,Australian Shepherd,"Riley (TN) is a 2-3 year male Australian Shepherd blend (as of June 2023). Our veterinary partner estimated that Riley was 2 years old at the time of intake in October 2022. Riley is good with people and great with other animals. Riley is a very sweet boy who doesn't let his impairments get in his way. He is such a special fella! You see, Riley, is deaf and has limited sight. But no fears, that doesn't slow him down. He is well adjusted and a very happy boy! He is a fun loving fella who prefers to be with his person rather than be left alone in his crate. We suppose that is likely due mostly to the fact that he is sight and hearing impaired. If you would like very handsome Riley to flourish in your home as part of your family, please apply online to adopt Riley (TN) at www.rescuedogsrocknyc.org. He is up to date on vaccines, microchipped, and such a good boy! RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4411464/90948603.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117112&premium=true,https://www.wagtopia.com/search/pet?id=2117112
Sweet Pea (AL),Puppy,Female,Pit Bull Terrier,"Meet Sweet Pea: The Little Fighter with a Heart Full of Love! Life hasn’t been perfect for little Sweet Pea, but don’t tell her that—she’s far too busy wagging her tail, chasing sunbeams, and melting hearts wherever she goes! At just 5 months old (as of April 14, 2025), this female Pit Bull Terrier mix has already faced challenges that would make the toughest souls pause. Born with bent front legs, her journey started with uncertainty. But Sweet Pea? She doesn’t know the meaning of giving up. She romps, she plays, she cuddles like the world’s most perfect snugglebug—and she doesn’t let anything slow her down. Our veterinary team is giving her the best chance at mobility with braces, but whether her little legs stay the way they are or find improvement, Sweet Pea is already perfect. Spunky, happy, and absolutely adorable, Sweet Pea is ready to find her forever family—the one that will love her for exactly who she is. She’s microchipped, up to date on her vaccines, and will be spayed before heading home unless a medical reason prevents it (in which case, we’ll guide you through it at the right time). She may have been dealt a different paw in life, but Sweet Pea is pure joy wrapped in fur. She’s proof that resilience can come in the tiniest of packages—and now, she just needs someone to love her the way she deserves. Apply to adopt Sweet Pea (AL) today at www.rescuedogsrocknyc.org. Somewhere out there, her forever family is waiting—and we hope it’s you. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport suport for pets in foster care at a considerable distance from the adopter.",Medium,,Not Sure,False,Not Sure,True,True,,20 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5205975/Sweet_Pea.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2373249&premium=true,https://www.wagtopia.com/search/pet?id=2373249
Riley (AL),Puppy,Female,Pit Bull Terrier,"Meet Riley (AL), a charming female Pit Bull Terrier mix who was about 10 weeks old when she was rescued in early March 2025. Despite being a young stray, Riley is now safe and thriving, and she knows it! This adorable, sweet, and spunky pup boasts a unique painted nose that makes her even more special. Riley is up to date on age-appropriate core vaccinations and has been microchipped for her safety. She will be spayed before joining her forever home, unless there's a medical reason for delay, in which case RDR NYC will coordinate with the adopter to ensure it happens at the right time. This lovely girl is great with people of all ages and gets along well with other dogs. Her adoption fee is $575. If you're interested in welcoming beautiful Riley into your family, please apply online to adopt her at www.rescuedogsrocknyc.org. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,False,Not Sure,True,True,,13 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5162720/cropped_image.png,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2332905&premium=true,https://www.wagtopia.com/search/pet?id=2332905
Carly (GA),Adult,Female,Hound/Labrador Retriever,"Sweet Carly finds herself needing an adopter through no fault of her own. Her owner has faced some lifestyle changes that no longer allow her to care for Carly. Carly is a friendly, loving, energetic girl who would love a yard to play in - or at least a lot of exercise every day - and a human to hang out with most of the time. She loves long walks, but can help you work from home, as well. She is great with people, but a bit excitable around children, so we recommend older children only. Carly would love a male sibling to play with, someone around her size is best. Carly is about 6 years old, approximately 40 lbs, and up to date on vaccines. If you are looking for a best friend, Carly is your girl! If you would like to adopt Carly, please put your application in here: http://www.rescuedogsrocknyc.org RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4505472/cropped_image.png,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2109613&premium=true,https://www.wagtopia.com/search/pet?id=2109613
Bonnie (TX),Adult,Female,American Pit Bull Terrier,"Bonnie (TX) is a female American Pit Bull Terrier mix rescued in Texas. Our veterinary partner estimates that Bonnie is 3 years old at the time of intake in June 2024. Bonnie is good with people, but must be an only pet. Bonnie was found neglected on the streets trying to survive the best she could. We have taken her in and given her tender love and care. She is looking for her family. She loves to run, play, hike, snuggle- you name it. She is a wonderful soulful girl, just look at her eyes! Bonnie's foster mom reports she is super friendly and wiggly. She loves to be with her people and is super smart and affectionate. Working on leash walking and potty training. She’s definitely a diamond in the ruff ! If you fall in love with her gorgeous eyes, please apply online to adopt Bonnie (TX) at www.rescuedogsrocknyc.org.",Medium,,Not Sure,Not Sure,False,False,True,,39 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5120601/bonnie3.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117964&premium=true,https://www.wagtopia.com/search/pet?id=2117964
Paco (TX) ,Puppy,Male,Labrador Retriever,"Paco (TX) is a male Labrador mix rescued in Texas. Our veterinary partner estimates that Paco is 7 months old at the time of intake in July 2024. Paco is good with people, other dogs and children. Paco's foster mom reports he is a beautiful boy that is wanting to be in his forever home. He loves balls, frisbees, treats and food. He’s good with all people, kids and dogs. He’s crate trained and enjoys the outdoors. He gets excited when he sees cats and birds. He loves belly rubs, getting brushed, doesn’t mind teeth brushing, running in the yard and walking around the neighborhood. Please apply online to adopt Paco (TX) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,38 lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/5403950/IMG_1671.JPG,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2178121&premium=true,https://www.wagtopia.com/search/pet?id=2178121
Kiwi (GA),Young,Female,Hound,"Kiwi (GA) is a female Hound mix rescued in Georgia. Our veterinary partner esimates that Kiwi is 2 months old at the time of intake in December 2022. Kiwi is good with people, gets along with other dogs and pays no mind to her feline foster siblings! Kiwi is a happy, playful, funny pup who is a little ball of love and puppy energy. She loves to cuddle and will make a fantastic 4-legged companion. If you have room in your heart, home and life for Kiwi, please apply online to adopt Kiwi (GA) at www.rescuedogsrocknyc.org. RDR's adoption fees include the cost of spay/neuter/microchip at an RDR-approved facility, whether completed before adoption or if deferred because the pet is too young or has a medical issue. All pets are also current on age-appropriate vaccines at the time of adoption. Given technical constraints on this database, this pet's location may not be as listed here. We can, however, provide transport support for pets in foster at a considerable distance from the adopter.",Medium,,Not Sure,Not Sure,True,True,True,,70lbs,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4412073/92357970.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2117194&premium=true,https://www.wagtopia.com/search/pet?id=2117194
Talbot (AL),Adult,Male,Labrador Retriever,"Talbot (AL) was born into rescue in April 2021, to mom, Liz. He is growing up to be a medium-sized Lab mix. Talbot is timid and will do best in a calm home in a semi-rural area with a fenced yard and a confident resident doggy companion to help him continue to build his confidence and social skills. He is not a fan of noises or sharp movements, so if there are children in the home, they should be on the older side. Once his humans gain his confidence and trust, Talbot is a sweet and loving boy who just wants to be loved. He has been neutered and microchipped, and is up to date on core vaccines (age appropriate). If you have a leaf on your family tree with Talbot's name on it, please apply online to adopt Talbot (AL) at www.rescuedogsrocknyc.org.",Medium,,Not Sure,Not Sure,Not Sure,True,True,,,https://s3.us-east-1.amazonaws.com/petstablished-app-beta/uploads/image/image/4403274/85805805.jpg,https://petstablished.com/public/search/redirect?application_type=adoption&pet_id=2115412&premium=true,https://www.wagtopia.com/search/pet?id=2115412
